ID,SMILES,pIC50,Compound origin
CHEMBL4227679,CN(C)S(=O)(=O)Nc1cccc(-c2cn(C)c(=O)c3ccccc23)c1,6.602059991,ChEMBL
CHEMBL3769944,CN(C)c1cccc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)c1,6.299997603,ChEMBL
CHEMBL3398340,CN(C)c1ccccc1C(=O)Nc1ncnc2[nH]cnc12,5.251811973,ChEMBL
CHEMBL4102176,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)C(C)(C)C,5.341035157,ChEMBL
CHEMBL4099702,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)c1cccc(Cl)c1,5.437707136,ChEMBL
CHEMBL4072815,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)c1cccc(F)c1,5.087246696,ChEMBL
CHEMBL4084203,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)c1ccco1,5.688246139,ChEMBL
CHEMBL4082235,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)c1cccs1,6.091514981,ChEMBL
CHEMBL4227946,CN(c1cccc(-c2cn(C)c(=O)c3ccccc23)c1)S(C)(=O)=O,6.337242168,ChEMBL
CHEMBL1620811,CN1C(=O)CC(c2ccccc2)Nc2ccccc21,5.124938737,ChEMBL
CHEMBL4205459,CN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)N(C3CCCC3)CC(=O)N4C)c(OC3CCCC3)c2)CC1,6.161150909,ChEMBL
CHEMBL12543,CN1CCCC1=O,2.22184875,ChEMBL
CHEMBL4067751,CN1CCc2c(sc3nc(-c4ccc(O)cc4)[nH]c(=O)c23)C1,6.142667504,ChEMBL
CHEMBL4077019,CN1CCc2c(sc3nc(-c4cccc(Br)c4)[nH]c(=O)c23)C1,5.982966661,ChEMBL
CHEMBL3770367,CNC(=N)c1cc2c(=O)n(C)cc(-c3ccc(OC)c(OC)c3)c2s1,5.899998417,ChEMBL
CHEMBL4076254,CNC(=O)N1CCOc2ccc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)cc2C1,5.13076828,ChEMBL
CHEMBL4217213,CNC(=O)N1CCc2c(c(-c3cccc4cc(-c5cnn(C)c5)c(C(F)F)cc34)nn2C2CCOCC2)C1,5.292429824,ChEMBL
CHEMBL4097025,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,5.292429824,ChEMBL
CHEMBL4103582,CNC(=O)N1N=C(c2ccc(N3CC4(CCS4(=O)=O)C3)cc2)c2cc(-n3nc(C)cc3C)ccc2C[C@@H]1C,8,ChEMBL
CHEMBL4087197,CNC(=O)N1N=C(c2ccc(N3CC4(CCS4(=O)=O)C3)cc2)c2cc(OC(F)(F)F)ccc2C[C@@H]1C,8,ChEMBL
CHEMBL3786971,CNC(=O)N1N=C(c2ccc(N3CC4(CCS4(=O)=O)C3)cc2)c2cc(OC)c(OC)cc2CC1C,7.698970004,ChEMBL
CHEMBL4079312,CNC(=O)N1N=C(c2ccc(N3C[C@@H]4CC[C@H](C3)O4)cc2)c2cc(OC)c(OC)cc2C[C@@H]1C,8,ChEMBL
CHEMBL3134571,CNC(=O)[C@H](CCCCNC(C)=O)NC,2.15490196,ChEMBL
CHEMBL4061254,CNC(=O)c1c[nH]c2c(C(C)C)nc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)cc12,5.638272164,ChEMBL
CHEMBL4065346,CNC(=O)c1c[nH]c2ccc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)cc12,4.920818754,ChEMBL
CHEMBL4073812,CNC(=O)c1c[nH]c2cnc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)cc12,5.408935393,ChEMBL
CHEMBL3770039,CNC(=O)c1cc2c(=O)n(C)cc(-c3ccc(OC)c(OC)c3)c2s1,6.699991797,ChEMBL
CHEMBL4208820,CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,5.494850022,ChEMBL
CHEMBL4203897,CNC(=O)c1cccc(-c2ccc3c(c2)N(C(=O)c2ccco2)C[C@H](C)N3C(C)=O)c1,6.102372909,ChEMBL
CHEMBL3915504,CNC(=O)c1cccc(Nc2nn(CC3CC3)c3c2CN(C(C)=O)CC3)c1,4.920818754,ChEMBL
CHEMBL4227233,CNC(=O)c1cn(C)c(=O)c2ccccc12,4.823908741,ChEMBL
CHEMBL4228904,CNC(=O)c1ncc2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12,6.315154638,ChEMBL
CHEMBL1513201,CNS(=O)(=O)c1cc(-c2nn3c(C)nnc3c3ccccc23)ccc1C,5.700000504,ChEMBL
CHEMBL3410009,CNc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1C,6.602059991,ChEMBL
CHEMBL1362741,COC(=O)C(CC(C)C)NC(=O)c1cc(OC)c(OC)c(OC)c1,5.070581074,ChEMBL
CHEMBL4292721,COC(=O)C(CCSC)NC(=O)c1cc(OC)c(OC)c(OC)c1,5.677780705,ChEMBL
CHEMBL4070621,COC(=O)C(O)(c1cc(C)c2cccnc2c1O)C(F)(F)F,5.677780705,ChEMBL
CHEMBL4163734,COC(=O)CN1C(=O)[C@@H](CC2CC2)Oc2cc(-c3c(C)noc3C)ccc21,6.443697499,ChEMBL
CHEMBL4209209,COC(=O)N1c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2N(C(=O)c2ccco2)C[C@@H]1C,6.187086643,ChEMBL
CHEMBL2431093,COC(=O)NC[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-c2c(C)noc21,7.065501549,ChEMBL
CHEMBL3589476,COC(=O)c1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2ccccc2)cc1,4.602059991,ChEMBL
CHEMBL3220874,COC(=O)c1ccc(Cn2cnc3ccc(-c4c(C)noc4C)cc32)cc1,5.899998417,ChEMBL
CHEMBL4212346,COC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](C)C(=O)N3C)c(OC2CCCC2)c1,6.596879479,ChEMBL
CHEMBL4174764,COC(=O)c1ccc2c(c1)N(c1ccc(Cl)cc1)CCn1nnc(C)c1-2,7.537602002,ChEMBL
CHEMBL3907779,COC(=O)c1cccc(Nc2n[nH]c3c2CN(C(C)=O)CC3)c1,4.744727495,ChEMBL
CHEMBL4285959,COC(=O)c1ccccc1S(=O)(=O)Nc1ccc2c(c1)OC(C)(C)C(=O)N2,5.030584088,ChEMBL
CHEMBL4225096,COC(=O)c1cn(C)c(=O)c2ccccc12,4.522878745,ChEMBL
CHEMBL3409997,COCC(=O)Nc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,6.397940009,ChEMBL
CHEMBL3586716,COCCCN1CCC(Nc2nccc3cc(C)c(=O)[nH]c23)CC1,5.400000186,ChEMBL
CHEMBL3586715,COCCN1CCC(Nc2nccc3cc(C)c(=O)[nH]c23)CC1,5.100000128,ChEMBL
CHEMBL4165856,COCCN1c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2N(C)C(=O)C1C,6.113509275,ChEMBL
CHEMBL2335144,COCCOc1cc(-c2c(C)noc2C)cc(C(O)c2ccccc2)c1,5.860120914,ChEMBL
CHEMBL4080729,COC[C@@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cc3c(cc21)N(C(C)C)S(=O)(=O)C3(C)C,7.769551079,ChEMBL
CHEMBL1719168,COCc1nnc(NC(=O)c2cc(OC)c(OC)c(OC)c2)s1,4.958607315,ChEMBL
CHEMBL3590399,CO[C@@H]1CNCC[C@H]1Nc1nccc2cc(C)c(=O)[nH]c12,5.25000022,ChEMBL
CHEMBL4238181,CO[C@H]1CNC[C@@H](OC)[C@@H]1Nc1nccc2cc(C)c(=O)[nH]c12,4.600000075,ChEMBL
CHEMBL4206758,CO[C@H]1CNC[C@@H](OCC2CCC(F)(F)CC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12,4.600000075,ChEMBL
CHEMBL4246358,CO[C@H]1CNC[C@@H](OCC2CCOCC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12,4.499999953,ChEMBL
CHEMBL4250812,CO[C@H]1CNC[C@@H](OCC2CCS(=O)(=O)CC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12,3.799999998,ChEMBL
CHEMBL2331593,COc1cc(-c2c(C)noc2C)cc(C(O)c2ccccc2)c1,5.866461092,ChEMBL
CHEMBL3823906,COc1cc(-c2cc(C)c(=O)n(C)c2)c(OC)cc1CN(C)C,5.422738046,ChEMBL
CHEMBL3822501,COc1cc(-c2cc(C)c(=O)n(C)c2)cc(C)c1CN(C)C,4.489053051,ChEMBL
CHEMBL3822990,COc1cc(-c2cc(C)c(=O)n(C)c2)cc(OC)c1CN(C)C,5.232028279,ChEMBL
CHEMBL3823177,COc1cc(-c2cc(C)c(=O)n(C)c2)cc(OC)c1CN1CC(N)C1,5.940436582,ChEMBL
CHEMBL3823369,COc1cc(-c2cc(C)c(=O)n(C)c2)cc(OC)c1CN1CC(O)C1,5.950394387,ChEMBL
CHEMBL3822988,COc1cc(-c2cc(C)c(=O)n(C)c2)ccc1CN(C)C,4.089909454,ChEMBL
CHEMBL3824351,COc1cc(-c2cc(C)c(=O)n(C)c2C)c(OC)cc1CN(C)C,4.208190094,ChEMBL
CHEMBL3823697,COc1cc(-c2cc(C)c(=O)n(C)c2C)cc(OC)c1CN(C)C,4.513541183,ChEMBL
CHEMBL3823551,COc1cc(-c2cn(C)c(=O)c(C)c2C)c(OC)cc1CN(C)C,4.356567065,ChEMBL
CHEMBL3823599,COc1cc(-c2cn(C)c(=O)c(C)c2C)cc(OC)c1CN(C)C,4.638177762,ChEMBL
CHEMBL3824133,COc1cc(-c2cn(C)c(=O)c3ccccc23)c(OC)cc1CN(C)C,4.327025199,ChEMBL
CHEMBL3824146,COc1cc(-c2cn(C)c(=O)c3ccccc23)cc(OC)c1CN(C)C,4.627529877,ChEMBL
CHEMBL3822909,COc1cc(-c2cn(C)c(=O)c3ncccc23)cc(OC)c1CN(C)C,4.324597476,ChEMBL
CHEMBL4218757,COc1cc(-c2nc(C)nc3[nH]c4cc(-c5c(C)noc5C)c(OC)cc4c23)c2ccccc2n1,7.136082623,ChEMBL
CHEMBL4215815,COc1cc(-c2nn(C3CCOCC3)c3c2CN(C(C)=O)CC3)c2cnccc2c1,5.050609993,ChEMBL
CHEMBL4282851,COc1cc(/C=C2\SC(=O)N=C2N)ccc1O,4.657577319,ChEMBL
CHEMBL3752151,COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,5.431798276,ChEMBL
CHEMBL3589483,COc1cc(C(=O)N2CC(=O)Nc3ccccc32)cc(-c2ccccc2)c1,4.886056648,ChEMBL
CHEMBL3917283,COc1cc(C(=O)N2CCC(=O)Nc3ccccc32)cc(-c2ccccc2)c1,5.562249437,ChEMBL
CHEMBL4202678,COc1cc(C(=O)N2CCCCC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,7.026872146,ChEMBL
CHEMBL3923050,COc1cc(C(=O)N2c3ccccc3NC(=O)C2C)cc(-c2ccccc2)c1,5.204119983,ChEMBL
CHEMBL4216442,COc1cc(C(=O)NC2=CCN(C)C=C2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,7.022276395,ChEMBL
CHEMBL4210414,COc1cc(C(=O)NC2CCCCC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,6.970616222,ChEMBL
CHEMBL4206052,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C(C)C)[C@H](C)C(=O)N2C,6.375717904,ChEMBL
CHEMBL4212237,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C(C)C)[C@H](CC(C)C)C(=O)N2C,4.377785977,ChEMBL
CHEMBL3609304,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(=O)N2C,5.178290003,ChEMBL
CHEMBL4216875,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@@H](C)C(=O)N2C,6.970616222,ChEMBL
CHEMBL4209902,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,7.075720714,ChEMBL
CHEMBL4215910,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](CC(C)C)C(=O)N2C,4.725842151,ChEMBL
CHEMBL4202820,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)[C@H](C)C(=O)N2C,6.508638306,ChEMBL
CHEMBL4213276,COc1cc(C(=O)NC2CCNCC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,6.962573502,ChEMBL
CHEMBL4210571,COc1cc(C(=O)NCCN(C)C)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,6.982966661,ChEMBL
CHEMBL1313432,COc1cc(C(=O)NCCOc2ccccc2)cc(OC)c1OC,5.180456064,ChEMBL
CHEMBL4203571,COc1cc(C(=O)NCCc2ccccc2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,6.73754891,ChEMBL
CHEMBL4288487,COc1cc(C(=O)NCCc2cccs2)cc(OC)c1OC,5.193820026,ChEMBL
CHEMBL3925335,COc1cc(C(=O)Nc2c(C)noc2C)cc(-c2ccccc2)c1,5.084072788,ChEMBL
CHEMBL4290512,COc1cc(C(=O)Nc2ccnn2C2CCCC2)cc(OC)c1OC,5.696803943,ChEMBL
CHEMBL225354,COc1cc(C(=O)Nc2nccs2)cc(OC)c1OC,5.366531544,ChEMBL
CHEMBL3398341,COc1cc(OC)c(C(=O)Nc2ncnc3[nH]cnc23)cc1OC,6.369572125,ChEMBL
CHEMBL3398325,COc1cc(OC)cc(C(=O)Nc2ncnc3[nH]cnc23)c1,4.747146969,ChEMBL
CHEMBL3581653,COc1cc2c(cc1-c1c(C)n[nH]c1C)[nH]c1ccnc(Cl)c12,5.312114475,ChEMBL
CHEMBL3581654,COc1cc2c(cc1-c1c(C)nn(C)c1C)[nH]c1ccnc(Cl)c12,4.853190037,ChEMBL
CHEMBL3581656,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)n[nH]c3C)c12,6.559090918,ChEMBL
CHEMBL3581659,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)nn(-c4ccccc4)c3C)c12,6.521433504,ChEMBL
CHEMBL3581658,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)nn(C)c3C)c12,6.485452247,ChEMBL
CHEMBL3581655,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)noc3C)c12,6.872895202,ChEMBL
CHEMBL3581661,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C4CC4)n[nH]c3C)c12,7.122053048,ChEMBL
CHEMBL3581657,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3cn[nH]c3)c12,6.153662888,ChEMBL
CHEMBL3581649,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(Cl)c12,6.064492734,ChEMBL
CHEMBL3581648,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccncc12,5.337998121,ChEMBL
CHEMBL4164015,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3c(C)[nH]c4ccccc34)c12,8.214670165,ChEMBL
CHEMBL4207024,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cc(C(F)(F)F)nc4ccccc34)c12,6.40560745,ChEMBL
CHEMBL4203276,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cc(C)nc4ccccc34)c12,7.705533774,ChEMBL
CHEMBL4205577,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cccc4cccnc34)c12,6.385102784,ChEMBL
CHEMBL4210448,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cccc4ccncc34)c12,6.500312917,ChEMBL
CHEMBL4209937,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cccc4cnccc34)c12,6.345823458,ChEMBL
CHEMBL4213494,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cccc4ncc(C)cc34)c12,7.027797162,ChEMBL
CHEMBL4208561,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cccc4ncccc34)c12,7.510041521,ChEMBL
CHEMBL4171228,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccnc4ccccc34)c12,7.549750892,ChEMBL
CHEMBL4202675,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cnc4ccccc4c3)c12,6.401209493,ChEMBL
CHEMBL4210754,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cncc4ccccc34)c12,7.448550002,ChEMBL
CHEMBL4164563,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3c(C)c(C4CC4)nn3C)c12,7.286509457,ChEMBL
CHEMBL4172447,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3c4c(nn3C)CCC4)c12,8.259637311,ChEMBL
CHEMBL4161145,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3c4c(nn3C)CCCC4)c12,8.30980392,ChEMBL
CHEMBL4170044,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C(C)(C)C(F)(F)F)nn3C)c12,7.860120914,ChEMBL
CHEMBL4162784,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C(C)(C)C)nn3C)c12,7.978810701,ChEMBL
CHEMBL4176849,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C(C)C)nn3C)c12,8.214670165,ChEMBL
CHEMBL4166235,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C(F)(F)F)nn3C)c12,7.801342913,ChEMBL
CHEMBL4175855,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C)n(C)n3)c12,7.603800653,ChEMBL
CHEMBL4171109,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C)nn3C(C)(C)C)c12,8.356547324,ChEMBL
CHEMBL4166630,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C)nn3C(C)C)c12,8.214670165,ChEMBL
CHEMBL4172277,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C)nn3C)c12,8.026872146,ChEMBL
CHEMBL4163185,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C)nn3C3CCC3)c12,7.844663963,ChEMBL
CHEMBL4167996,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C)nn3C3CCCC3)c12,8.397940009,ChEMBL
CHEMBL4173488,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12,8.698970004,ChEMBL
CHEMBL4159422,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CCC4)nn3C)c12,7.89279003,ChEMBL
CHEMBL4168913,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3n[nH]c4ccccc34)c12,7.928117993,ChEMBL
CHEMBL4165491,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4c(F)cccc34)c12,7.021363052,ChEMBL
CHEMBL4169068,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4c3CCCC4)c12,8.301029996,ChEMBL
CHEMBL4176107,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4cc(F)ccc34)c12,7.057495894,ChEMBL
CHEMBL4162046,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ccc(F)cc34)c12,7.263603498,ChEMBL
CHEMBL4160989,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4cccc(F)c34)c12,7.167491087,ChEMBL
CHEMBL4174669,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ccccc34)c12,8.040958608,ChEMBL
CHEMBL4169335,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4cccnc34)c12,6.641113796,ChEMBL
CHEMBL4169373,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ccncc34)c12,6.641874715,ChEMBL
CHEMBL4177214,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ncccc34)c12,7.681936665,ChEMBL
CHEMBL4164393,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(CCO)c4ccccc34)c12,8.008773924,ChEMBL
CHEMBL4214978,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)[nH]c4ccc(F)cc34)c12,8.638272164,ChEMBL
CHEMBL4208405,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)[nH]c4ccccc34)c12,8.958607315,ChEMBL
CHEMBL4210062,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)[nH]c4cnccc34)c12,7.586700236,ChEMBL
CHEMBL4210981,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)n[nH]c3C)c12,7.286509457,ChEMBL
CHEMBL4203725,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)nn(C)c3C)c12,7.388276692,ChEMBL
CHEMBL4215941,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)noc3C)c12,6.991399828,ChEMBL
CHEMBL4207609,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)oc4ccccc34)c12,7.913640169,ChEMBL
CHEMBL4215403,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C4CC4)n[nH]c3C)c12,7.617982957,ChEMBL
CHEMBL4211497,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c[nH]c4ccc(F)cc34)c12,8.657577319,ChEMBL
CHEMBL4209113,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c[nH]c4ccccc34)c12,8.259637311,ChEMBL
CHEMBL4218866,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c[nH]c4cnccc34)c12,7.643974143,ChEMBL
CHEMBL4207729,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3cc[nH]c3)c12,6.782516056,ChEMBL
CHEMBL4217058,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3ccoc3)c12,6.809668302,ChEMBL
CHEMBL4212082,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3cn[nH]c3)c12,6.40560745,ChEMBL
CHEMBL4211972,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3cnn4ccccc34)c12,7.576754126,ChEMBL
CHEMBL4204846,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3cnoc3)c12,5.68613278,ChEMBL
CHEMBL4216942,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3nn(C)c4ccccc34)c12,7.125518182,ChEMBL
CHEMBL4212636,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-n3ccnc3)c12,5.836838625,ChEMBL
CHEMBL4212515,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-n3cnc4ccccc43)c12,8.026872146,ChEMBL
CHEMBL4209208,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(Cl)c12,5.948847478,ChEMBL
CHEMBL4216530,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(N[C@H](C)c3ccccn3)c12,7.406713933,ChEMBL
CHEMBL4072979,COc1cc2c(cc1-c1cnn(C)c1)CCCN2c1nn([C@H]2CCOC2)c2c1CN(C(C)=O)CC2,5.657577319,ChEMBL
CHEMBL3356145,COc1cc2c(cc1NC(=O)c1ccccc1OC)n(C)c(=O)n2C,5,ChEMBL
CHEMBL4283230,COc1cc2c(cc1NS(=O)(=O)c1cc(Br)ccc1OC)OC(C)(C)C(=O)N2,6.161150909,ChEMBL
CHEMBL4096095,COc1cc2c(cc1NS(=O)(=O)c1ccc(C#N)cc1)c(C)cc(=O)n2C,4.769551079,ChEMBL
CHEMBL4103077,COc1cc2c(cc1NS(=O)(=O)c1ccc(C#N)cc1OC)cc(C)c(=O)n2C,5.769551079,ChEMBL
CHEMBL3621272,COc1ccc(-c2c(C)n[nH]c2C)cc1S(=O)(=O)NC1CCCC1,5.539102157,ChEMBL
CHEMBL2181722,COc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NC1CCCC1,5.920818754,ChEMBL
CHEMBL4087267,COc1ccc(-c2ccc3nnc(C)n3n2)cc1OC,4.619788758,ChEMBL
CHEMBL3814246,COc1ccc(-c2cccc3c2N[C@H](C)CC(=O)N3)cc1OC,4.920818754,ChEMBL
CHEMBL3621275,COc1ccc(-c2ccnn2C)cc1S(=O)(=O)NC1CCCC1,4.994819487,ChEMBL
CHEMBL3770188,COc1ccc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)cc1OC,6.399996913,ChEMBL
CHEMBL3771308,COc1ccc(-c2cn(C)c(=O)c3cc(C(=O)N(C)C)sc23)cc1OC,4.900000142,ChEMBL
CHEMBL3771218,COc1ccc(-c2cn(C)c(=O)c3cc(C(=O)N4CCCCC4)sc23)cc1OC,4.800000053,ChEMBL
CHEMBL3769979,COc1ccc(-c2cn(C)c(=O)c3cc(C(=O)N4CCN(S(C)(=O)=O)CC4)sc23)cc1OC,4.700000069,ChEMBL
CHEMBL3769688,COc1ccc(-c2cn(C)c(=O)c3cc(C(=O)NC4CCS(=O)(=O)CC4)sc23)cc1OC,7.299988938,ChEMBL
CHEMBL3585454,COc1ccc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)cn1,5.899998417,ChEMBL
CHEMBL3621258,COc1ccc(-c2cnn(C)n2)cc1S(=O)(=O)NC1CCCC1,5.397940009,ChEMBL
CHEMBL3409993,COc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,6.119186408,ChEMBL
CHEMBL4217552,COc1ccc(-c2nn(C3CCOCC3)c3c2CN(C(C)=O)CC3)c2cnccc12,4.958607315,ChEMBL
CHEMBL3589475,COc1ccc(/C(=C\c2ccncc2)C(=O)N2CC(=O)Nc3ccccc32)cc1,4.602059991,ChEMBL
