ID,SMILES,pIC50,Compound origin
CHEMBL3781513,CCCCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC,5.823908741,ChEMBL
CHEMBL4089719,CCCCCOc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,5.148741651,ChEMBL
CHEMBL3781279,CCCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C,5.085128182,ChEMBL
CHEMBL3780279,CCCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC,6.356547324,ChEMBL
CHEMBL3779914,CCCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CCC,4.675100503,ChEMBL
CHEMBL4289549,CCCCS(=O)(=O)Nc1ccc2c(c1)OC(C)(C)C(=O)N2,4.925549281,ChEMBL
CHEMBL3780901,CCCCS(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2CC,6.13667714,ChEMBL
CHEMBL4229088,CCCCS(=O)(=O)Nc1cccc(-c2cn(C)c(=O)c3ccccc23)c1,6.37675071,ChEMBL
CHEMBL3774931,CCCCc1c(C)nc2nc(SCc3nc4c(c(=O)[nH]c(=O)n4CCCC)n3CC)nn2c1C,5.301029996,ChEMBL
CHEMBL3775772,CCCCc1c(C)nc2nc(SCc3nc4c(c(=O)[nH]c(=O)n4Cc4ccc(Cl)cc4)n3CC)nn2c1C,4.690369833,ChEMBL
CHEMBL3775270,CCCCn1c(=O)[nH]c(=O)c2c1ncn2CC,4.886056648,ChEMBL
CHEMBL4167326,CCCN1C(=O)c2cccc3c(S(=O)(=O)N4CCCC4)ccc1c23,4.95939766,ChEMBL
CHEMBL3780218,CCCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCCC4)ccc1c23,5.283162277,ChEMBL
CHEMBL3934488,CCCNC(=O)c1cccc(Nc2nn(CC3CC3)c3c2CN(C(C)=O)CC3)c1,5.236572006,ChEMBL
CHEMBL4091524,CCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C,5.019088062,ChEMBL
CHEMBL3590401,CCCO[C@@H]1CNCC[C@H]1Nc1nccc2cc(C)c(=O)[nH]c12,5.200000237,ChEMBL
CHEMBL3963965,CCCOc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1,5.537602002,ChEMBL
CHEMBL4227923,CCCOc1ccc(S(=O)(=O)CC)cc1-c1cn(C)c(=O)c2ccc(-c3cnn(C)c3)cc12,8.610924375,ChEMBL
CHEMBL4227387,CCCOc1ccc(S(C)(=O)=O)cc1-c1cn(C)c(=O)c2ccc(-c3cnn(C)c3)cc12,8.173393743,ChEMBL
CHEMBL3398338,CCCOc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,4.698970004,ChEMBL
CHEMBL4281665,CCCS(=O)(=O)Nc1ccc2c(c1)OC(C)(C)C(=O)N2,4.920456993,ChEMBL
CHEMBL3781213,CCCS(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2CC,5.931814138,ChEMBL
CHEMBL4226942,CCCS(=O)(=O)Nc1cccc(-c2cn(C)c(=O)c3ccccc23)c1,6.387216143,ChEMBL
CHEMBL4206171,CCC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,5.588548658,ChEMBL
CHEMBL4209192,CCC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC3CCCC3)nc2N1C1CCCC1,6.22475374,ChEMBL
CHEMBL4073738,CCCc1cc2c(=O)[nH]c(-c3ccc(O)cc3)nc2s1,5.066006836,ChEMBL
CHEMBL3980755,CCCn1nc(Nc2cccc(C)c2)c2c1CCN(C(C)=O)C2,4.853871964,ChEMBL
CHEMBL4065093,CCCn1nnc(NC(=O)COc2ccc(Cl)cc2C)n1,4.637140697,ChEMBL
CHEMBL4165196,CCN(C(=O)Oc1ccc(F)cc1)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,6.091514981,ChEMBL
CHEMBL4204578,CCN(C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C)C1CCCCC1,7.42136079,ChEMBL
CHEMBL4208320,CCN(C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C)c1ccc(C)cc1,7.978810701,ChEMBL
CHEMBL4165376,CCN(Cc1ccccc1)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,6.102372909,ChEMBL
CHEMBL4086168,CCN1C(=O)C(C)(C)c2cc3nc(-c4cc(C)c(=O)n(C)c4)n([C@@H](C)c4ccccc4)c3cc21,8.698970004,ChEMBL
CHEMBL4172674,CCN1C(=O)C(C)N(C2CCCC2)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc21,6.119186408,ChEMBL
CHEMBL4168278,CCN1C(=O)[C@@H](CC2CC2)Oc2cc(-c3c(C)noc3C)ccc21,6.318758763,ChEMBL
CHEMBL3781484,CCN1C(=O)c2cccc3c(NS(=O)(=O)C4CCCC4)ccc1c23,6.337242168,ChEMBL
CHEMBL3781254,CCN1C(=O)c2cccc3c(NS(=O)(=O)C4CCCCC4)ccc1c23,6.677780705,ChEMBL
CHEMBL3780115,CCN1C(=O)c2cccc3c(NS(=O)(=O)CC)ccc1c23,5.369572125,ChEMBL
CHEMBL3781285,CCN1C(=O)c2cccc3c(NS(=O)(=O)Cc4ccc(C)cc4)ccc1c23,5.248720896,ChEMBL
CHEMBL3780143,CCN1C(=O)c2cccc3c(NS(=O)(=O)Cc4ccc(Cl)cc4)ccc1c23,5.317854924,ChEMBL
CHEMBL3780491,CCN1C(=O)c2cccc3c(NS(=O)(=O)Cc4ccc(F)cc4)ccc1c23,5.30980392,ChEMBL
CHEMBL3780338,CCN1C(=O)c2cccc3c(NS(=O)(=O)Cc4cccc(F)c4)ccc1c23,5.276544328,ChEMBL
CHEMBL3780000,CCN1C(=O)c2cccc3c(NS(=O)(=O)Cc4ccccc4F)ccc1c23,5.367542708,ChEMBL
CHEMBL3781119,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4c(Cl)cccc4Cl)ccc1c23,5.254925208,ChEMBL
CHEMBL3780429,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cc(Br)ccc4OC)ccc1c23,6.387216143,ChEMBL
CHEMBL3779929,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cc(Cl)ccc4OC)ccc1c23,6.327902142,ChEMBL
CHEMBL3781570,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cc(OC)ccc4OC)ccc1c23,5.412289035,ChEMBL
CHEMBL3780879,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(C#N)cc4)ccc1c23,5.525783736,ChEMBL
CHEMBL3780560,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(C)cc4)ccc1c23,6.27572413,ChEMBL
CHEMBL3780753,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(Cl)cc4F)ccc1c23,5.764471553,ChEMBL
CHEMBL3780128,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(F)cc4)ccc1c23,6.397940009,ChEMBL
CHEMBL3780706,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(F)cc4Cl)ccc1c23,6.346787486,ChEMBL
CHEMBL3780059,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(F)cc4F)ccc1c23,6.920818754,ChEMBL
CHEMBL3780784,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)ccc1c23,5.642065153,ChEMBL
CHEMBL3780526,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cccc(C(=O)O)c4)ccc1c23,5.454692884,ChEMBL
CHEMBL3780384,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cccc(C(=O)OC)c4)ccc1c23,5.504455662,ChEMBL
CHEMBL3781095,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cccc(Cl)c4Cl)ccc1c23,5.59345982,ChEMBL
CHEMBL3780017,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cccc(F)c4)ccc1c23,6.207608311,ChEMBL
CHEMBL3781755,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccccc4)ccc1c23,6.522878745,ChEMBL
CHEMBL3781534,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccccc4Br)ccc1c23,6.292429824,ChEMBL
CHEMBL3780026,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccccc4C(=O)O)ccc1c23,5.801342913,ChEMBL
CHEMBL3780234,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccccc4C(=O)OC)ccc1c23,5.640164518,ChEMBL
CHEMBL3779900,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cccs4)ccc1c23,5.924453039,ChEMBL
CHEMBL4169300,CCN1C(=O)c2cccc3c(S(=O)(=O)N(CC)CC)ccc1c23,4.374378919,ChEMBL
CHEMBL4177508,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCCCC4)ccc1c23,4.325322532,ChEMBL
CHEMBL4167407,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCC[C@@H](O)C4)ccc1c23,4.491739694,ChEMBL
CHEMBL4175673,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCC[C@@H]4C(=O)NN)ccc1c23,5.991399828,ChEMBL
CHEMBL4165055,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCC[C@@H]4C(=O)Nc4ccccc4)ccc1c23,5.844663963,ChEMBL
CHEMBL4171143,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCC[C@@H]4C(=O)O)ccc1c23,5.519993057,ChEMBL
CHEMBL4170804,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CC[C@@H](NC(=O)OC(C)(C)C)C4)ccc1c23,4.876148359,ChEMBL
CHEMBL4162367,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CC[C@@H](O)C4)ccc1c23,4.56035157,ChEMBL
CHEMBL4170290,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CC[C@@H](OC)C4)ccc1c23,4.877456476,ChEMBL
CHEMBL4160166,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CC[C@H](NC(=O)OC(C)(C)C)C4)ccc1c23,4.294563953,ChEMBL
CHEMBL3781500,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4(C(N)=O)CCCCC4)ccc1c23,5.71219827,ChEMBL
CHEMBL3780138,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCC4)ccc1c23,6.677780705,ChEMBL
CHEMBL3781471,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCCC4)ccc1c23,6.886056648,ChEMBL
CHEMBL3781752,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCCCC4)ccc1c23,6.346787486,ChEMBL
CHEMBL3781093,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCN(C(=O)OC(C)(C)C)C4)ccc1c23,5.950781977,ChEMBL
CHEMBL3781084,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCN(C(=O)OC(C)(C)C)C4)ccc1c23,5.387216143,ChEMBL
CHEMBL3234250,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCN(C(=O)OC(C)(C)C)CC4)ccc1c23,5.772113295,ChEMBL
CHEMBL3234252,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCN(C(C)=O)CC4)ccc1c23,5.122053048,ChEMBL
CHEMBL3781730,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCOC4)ccc1c23,5.777283529,ChEMBL
CHEMBL3781898,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCOCC4)ccc1c23,5.91721463,ChEMBL
CHEMBL3781556,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CN(C(=O)OC(C)(C)C)C4)ccc1c23,5.315154638,ChEMBL
CHEMBL3780015,CCN1C(=O)c2cccc3c(S(=O)(=O)NCC(C)C)ccc1c23,6.22184875,ChEMBL
CHEMBL3780462,CCN1C(=O)c2cccc3c(S(=O)(=O)NCC4(C(=O)O)CCCC4)ccc1c23,5.588380294,ChEMBL
CHEMBL3780650,CCN1C(=O)c2cccc3c(S(=O)(=O)NCC4(C)CC(C)=NO4)ccc1c23,5.229147988,ChEMBL
CHEMBL3234253,CCN1C(=O)c2cccc3c(S(=O)(=O)NCC4CCN(C(C)=O)CC4)ccc1c23,5.49757288,ChEMBL
CHEMBL3780992,CCN1C(=O)c2cccc3c(S(=O)(=O)NCCC4CCOCC4)ccc1c23,5.463441557,ChEMBL
CHEMBL3782048,CCN1C(=O)c2cccc3c(S(=O)(=O)NCCCCNC(=O)OC(C)(C)C)ccc1c23,5.935542011,ChEMBL
CHEMBL3780381,CCN1C(=O)c2cccc3c(S(=O)(=O)NCCCN4CCN(C)CC4)ccc1c23,5.379863945,ChEMBL
CHEMBL4159075,CCN1C(=O)c2cccc3c(S(=O)(=O)NCCO)ccc1c23,5.809668302,ChEMBL
CHEMBL3780233,CCN1C(=O)c2cccc3c(S(=O)(=O)NCc4ccccc4F)ccc1c23,4.8569852,ChEMBL
CHEMBL3780409,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccc(Cl)cc4)ccc1c23,5.48945499,ChEMBL
CHEMBL3780398,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccc(F)cc4)ccc1c23,5.815308569,ChEMBL
CHEMBL3234256,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccc(NC(C)=O)cc4)ccc1c23,5.327902142,ChEMBL
CHEMBL3780310,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(C(=O)O)c4)ccc1c23,5.187755303,ChEMBL
CHEMBL3780301,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(Cl)c4)ccc1c23,5.427128398,ChEMBL
CHEMBL3234285,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(S(N)(=O)=O)c4)ccc1c23,5.159266765,ChEMBL
CHEMBL1485571,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccc4)ccc1c23,6,ChEMBL
CHEMBL3780508,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccc4C(=O)O)ccc1c23,5.982966661,ChEMBL
CHEMBL3234254,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccc4C(C)=O)ccc1c23,4.821023053,ChEMBL
CHEMBL4083742,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccc4C)ccc1c23,5.014124643,ChEMBL
CHEMBL3781951,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccc4Cl)ccc1c23,5.707743929,ChEMBL
CHEMBL4095826,CCNC(=O)CC1N=C(C2CCCCC2)c2cc(OC)ccc2-c2cn(C)c(=O)cc21,8.698970004,ChEMBL
CHEMBL2431091,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-c2c(C)noc21,7.443697499,ChEMBL
CHEMBL2431092,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-c2c(C)noc21,5.677780705,ChEMBL
CHEMBL3906525,CCNC(=O)c1cccc(Nc2nn(CC3CC3)c3c2CN(C(C)=O)CC3)c1,5.113509275,ChEMBL
CHEMBL4227855,CCNC(=O)c1cn(C)c(=O)c2ccccc12,4.30980392,ChEMBL
CHEMBL3780093,CCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC,5.962573502,ChEMBL
CHEMBL4227469,CCNS(=O)(=O)c1cccc(-c2cn(C)c(=O)c3ccccc23)c1,6.148741651,ChEMBL
CHEMBL4088097,CCOC(=O)CC1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-c2cn(C)c(=O)cc21,8.522878745,ChEMBL
CHEMBL4213407,CCOC(=O)c1ccccc1CN1CC(C2CC2)N(C(C)=O)c2ccccc21,4.900000142,ChEMBL
CHEMBL1708496,CCOC(=O)c1ncccc1NC(=O)CC(=O)Nc1cccnc1C(=O)OCC,5.542118103,ChEMBL
CHEMBL1828986,CCOc1cc(-c2c(C)noc2C)cc(C(C)O)c1,5.319379423,ChEMBL
CHEMBL2335150,CCOc1cc(-c2c(C)noc2C)cc(C(O)c2ccc(Cl)cc2)c1,5.585026652,ChEMBL
CHEMBL2335151,CCOc1cc(-c2c(C)noc2C)cc(C(O)c2ccc(F)cc2)c1,5.823908741,ChEMBL
CHEMBL2335148,CCOc1cc(-c2c(C)noc2C)cc(C(O)c2cccc(Cl)c2)c1,5.408935393,ChEMBL
CHEMBL2335149,CCOc1cc(-c2c(C)noc2C)cc(C(O)c2cccc(F)c2)c1,5.769551079,ChEMBL
CHEMBL2335152,CCOc1cc(-c2c(C)noc2C)cc(C(O)c2ccccc2)c1,6.193820026,ChEMBL
CHEMBL3906306,CCOc1cc(=O)n(C)cc1-c1cc(N(CC2CC2)S(=O)(=O)CC)ccc1Oc1ccc(F)cc1F,7.214670165,ChEMBL
CHEMBL3962469,CCOc1cc(=O)n(C)cc1-c1cc(NC(=O)CCc2ccccc2)ccc1Oc1ccc(F)cc1F,7.161150909,ChEMBL
CHEMBL3987016,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,7.13076828,ChEMBL
CHEMBL4227788,CCS(=O)(=O)Nc1cccc(-c2cn(C)c(=O)c3ccccc23)c1,6.795880017,ChEMBL
CHEMBL3787680,CCS(=O)(=O)c1ccc(OC2CCCCC2)c(-c2cn(C)c(=O)c3[nH]c(-c4cnn(C5CCNCC5)c4)cc23)c1,8.522878745,ChEMBL
CHEMBL4099925,CCS(=O)(=O)c1ccc(Oc2ccc(F)cc2)c(-c2cn(C)c(=O)c3cncn23)c1,6.698970004,ChEMBL
CHEMBL4081878,CCS(=O)(=O)c1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3cncn23)c1,6.619788758,ChEMBL
CHEMBL4099005,CCS(=O)(=O)c1ccc(Oc2cccc(NCc3ccc(C#N)cc3)c2)c(-c2cn(C)c(=O)c3cncn23)c1,6.886056648,ChEMBL
CHEMBL4070340,CCS(=O)(=O)c1ccc(Oc2cccc(NCc3ccc(NC(C)=O)cc3)c2)c(-c2cn(C)c(=O)c3cncn23)c1,6.886056648,ChEMBL
CHEMBL4092764,CCS(=O)(=O)c1ccc(Oc2cccc(NS(=O)(=O)c3ccc(OC)cc3)c2)c(-c2cn(C)c(=O)c3cncn23)c1,6.698970004,ChEMBL
CHEMBL4074743,CCS(=O)(=O)c1ccc(Oc2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2cn(C)c(=O)c3cncn23)c1,6.677780705,ChEMBL
CHEMBL4066138,CCS(=O)(=O)c1ccc(Oc2cccc(NS(=O)(=O)c3ccccc3F)c2)c(-c2cn(C)c(=O)c3cncn23)c1,6.619788758,ChEMBL
CHEMBL4093710,CCS(=O)(=O)c1ccc(Oc2cccc(NS(=O)(=O)c3cccs3)c2)c(-c2cn(C)c(=O)c3cncn23)c1,6.408935393,ChEMBL
CHEMBL3786559,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)ccc1O2,8.698970004,ChEMBL
CHEMBL4226051,CCS(=O)(=O)c1cccc(-c2cn(C)c(=O)c3ccccc23)c1,6.040958608,ChEMBL
CHEMBL4163584,CC[C@@H]1C(=O)N(C)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2N1C,5.832682665,ChEMBL
CHEMBL4207165,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C(C)C,6.730487056,ChEMBL
CHEMBL4215729,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCCC1,6.187086643,ChEMBL
CHEMBL4170835,CC[C@H]1C(=O)N(C)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2N1C,5.869666232,ChEMBL
CHEMBL3609305,CC[C@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,6.310691141,ChEMBL
CHEMBL3581662,CCc1[nH]nc(-c2ccccc2)c1-c1nccc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,7.093664958,ChEMBL
CHEMBL3824289,CCc1cc(-c2cc(C)c(=O)n(C)c2)cc(OC)c1CN(C)C,4.717491176,ChEMBL
CHEMBL4214979,CCc1cc(-c2nn(C3CCOCC3)c3c2CN(C(C)=O)CC3)c2cnccc2c1,5.107905397,ChEMBL
CHEMBL3590407,CCc1cc2c(-c3cncc(C)c3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c2[nH]c1=O,5,ChEMBL
CHEMBL3262777,CCc1cc2c(n1Cc1ccccc1)CCCC2=O,5.15490196,ChEMBL
CHEMBL4209747,CCc1ccc(-c2nn(C3CCOCC3)c3c2CN(C(C)=O)CC3)c2cnccc12,5.070581074,ChEMBL
CHEMBL4227410,CCc1ccc2c(=O)n(C)cc(-c3cccc(NS(C)(=O)=O)c3)c2c1,6.568636236,ChEMBL
CHEMBL4213692,CCc1cncc2c(-c3nn(C4CCOCC4)c4c3CN(C(C)=O)CC4)cccc12,4.823908741,ChEMBL
CHEMBL2103840,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,4.721246399,ChEMBL
CHEMBL3581660,CCc1n[nH]c(CC)c1-c1nccc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,6.882728704,ChEMBL
CHEMBL1698814,CCc1nnc(NC(=O)C2(C)COC(c3ccccc3)OC2)s1,4.159705668,ChEMBL
CHEMBL3581650,CCc1noc(C)c1-c1cc2[nH]c3ccnc(Cl)c3c2cc1OC,5.412513535,ChEMBL
CHEMBL4075291,CCc1noc(C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(cn(C)c3C)-n3c(C)nnc32)n1,7.522878745,ChEMBL
CHEMBL3581651,CCc1onc(C)c1-c1cc2[nH]c3ccnc(Cl)c3c2cc1OC,5.02489001,ChEMBL
CHEMBL3774900,CCn1c(CSc2n[nH]c(N)n2)nc2c1c(=O)[nH]c(=O)n2Cc1ccc(Cl)cc1,4.578396073,ChEMBL
CHEMBL4085204,CCn1c2c(c(=O)[nH]c1=O)C(c1ccc(C)cc1)C1=C(CN(CCc3ccc(O)cc3)C1=O)N2,6.408935393,ChEMBL
CHEMBL4103140,CCn1c2c(c(=O)[nH]c1=O)C(c1ccc(C)cc1)C1=C(CN(CCc3ccc(OC)cc3)C1=O)N2,6.318758763,ChEMBL
CHEMBL4092949,CCn1c2c(c(=O)[nH]c1=O)C(c1ccc(C)cc1)C1=C(CN(CCc3ccccc3)C1=O)N2,6,ChEMBL
CHEMBL4065286,CCn1c2c(c(=O)[nH]c1=O)C(c1ccc(C)cc1)C1=C(CN(Cc3ccccc3)C1=O)N2,6.619788758,ChEMBL
CHEMBL4104179,CCn1c2c(c(=O)[nH]c1=O)C(c1ccc(C)cc1)C1=C(COC1=O)N2,6.022878745,ChEMBL
CHEMBL3769507,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O,5.300000202,ChEMBL
CHEMBL4226431,CCn1cc(C(=O)OC)c2ccccc2c1=O,4.045757491,ChEMBL
CHEMBL4289645,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CN)cc1.O=C(O)C(F)(F)F,4.600000075,ChEMBL
CHEMBL4290684,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)CCN2CCOCC2)cc1,5.300000202,ChEMBL
CHEMBL4292615,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)CCc2ccccc2)cc1,5.800000875,ChEMBL
CHEMBL4286686,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2cc(-c3ccno3)ccc2C)cc1,5.899998417,ChEMBL
CHEMBL4284197,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(-c3cc4ccccc4s3)cc2)cc1,6,ChEMBL
CHEMBL4292433,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(-c3ccc(-c4cc(C)n[nH]4)s3)cc2)cc1,6.299997603,ChEMBL
CHEMBL4288560,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,6.399996913,ChEMBL
CHEMBL4289190,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1,6.199998172,ChEMBL
CHEMBL4278314,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(C3COC(C)=N3)cc2)cc1,6.199998172,ChEMBL
CHEMBL4277865,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(OC)cc2)cc1,6.099999035,ChEMBL
CHEMBL4286225,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(OCc3ccccc3)cc2)cc1,6.199998172,ChEMBL
CHEMBL4285802,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1,6.499996932,ChEMBL
CHEMBL4282396,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1,6.399996913,ChEMBL
CHEMBL4278778,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)cc1,6.574105609,ChEMBL
CHEMBL4293000,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1,6.099999035,ChEMBL
CHEMBL4281327,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc3oncc3c2)cc1,5.700000504,ChEMBL
CHEMBL4282793,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2cccc(-c3ccccc3)c2)cc1,6.299997603,ChEMBL
CHEMBL4284735,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2cnn(-c3ccccc3)c2)cc1,6.299997603,ChEMBL
CHEMBL3775058,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(Cl)cc1,5.585026652,ChEMBL
CHEMBL1721265,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,4.900000142,ChEMBL
CHEMBL4174543,CCn1nc(C)cc1Nc1nc(C)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,7.774690718,ChEMBL
CHEMBL4228445,CCn1nc(C2CC2)cc1Nc1nc(C(=O)NC)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,8.15490196,ChEMBL
CHEMBL3910675,CCn1nc(Nc2cccc(C)c2)c2c1CCN(C(C)=O)C2,4.795880017,ChEMBL
CHEMBL4174139,CN(C)C(=O)CN1C(=O)c2cccc3c(S(=O)(=O)N4CCCC4)ccc1c23,4.727694156,ChEMBL
CHEMBL4104751,CN(C)C(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,4.823908741,ChEMBL
